,timestamp,hour,day_of_week,day,month,year,is_weekend
409,2024-01-18 01:00:00+00:00,1,3,18,1,2024,False
410,2024-01-18 02:00:00+00:00,2,3,18,1,2024,False
411,2024-01-18 03:00:00+00:00,3,3,18,1,2024,False
412,2024-01-18 04:00:00+00:00,4,3,18,1,2024,False
413,2024-01-18 05:00:00+00:00,5,3,18,1,2024,False
414,2024-01-18 06:00:00+00:00,6,3,18,1,2024,False
415,2024-01-18 07:00:00+00:00,7,3,18,1,2024,False
416,2024-01-18 08:00:00+00:00,8,3,18,1,2024,False
417,2024-01-18 09:00:00+00:00,9,3,18,1,2024,False
418,2024-01-18 10:00:00+00:00,10,3,18,1,2024,False
419,2024-01-18 11:00:00+00:00,11,3,18,1,2024,False
420,2024-01-18 12:00:00+00:00,12,3,18,1,2024,False
421,2024-01-18 13:00:00+00:00,13,3,18,1,2024,False
422,2024-01-18 14:00:00+00:00,14,3,18,1,2024,False
423,2024-01-18 15:00:00+00:00,15,3,18,1,2024,False
424,2024-01-18 16:00:00+00:00,16,3,18,1,2024,False
425,2024-01-18 17:00:00+00:00,17,3,18,1,2024,False
426,2024-01-18 18:00:00+00:00,18,3,18,1,2024,False
427,2024-01-18 19:00:00+00:00,19,3,18,1,2024,False
428,2024-01-18 20:00:00+00:00,20,3,18,1,2024,False
429,2024-01-18 21:00:00+00:00,21,3,18,1,2024,False
430,2024-01-18 22:00:00+00:00,22,3,18,1,2024,False
431,2024-01-18 23:00:00+00:00,23,3,18,1,2024,False
