,Hydro Pumped Storage,Hydro Pumped Storage
,Actual Aggregated,Actual Consumption
timestamp,,
2024-11-20 02:45:00+01:00,1.98,5238.96
2024-11-20 03:00:00+01:00,67.82,5358.4
2024-11-20 03:15:00+01:00,12.8,5574.98
2024-11-20 03:30:00+01:00,40.97,5522.74
2024-11-20 03:45:00+01:00,46.2,5573.29
2024-11-20 04:00:00+01:00,137.6,5335.34
2024-11-20 04:15:00+01:00,47.26,5517.85
2024-11-20 04:30:00+01:00,47.5,5392.13
2024-11-20 04:45:00+01:00,95.77,5269.37
2024-11-20 05:00:00+01:00,4.91,4603.44
2024-11-20 05:15:00+01:00,15.86,4496.8
2024-11-20 05:30:00+01:00,104.67,3922.74
2024-11-20 05:45:00+01:00,362.98,3532.6
2024-11-20 06:00:00+01:00,30.51,3407.44
2024-11-20 06:15:00+01:00,213.02,2014.41
2024-11-20 06:30:00+01:00,454.47,1110.95
2024-11-20 06:45:00+01:00,690.28,469.37
2024-11-20 07:00:00+01:00,143.11,484.7
2024-11-20 07:15:00+01:00,526.01,94.48
2024-11-20 07:30:00+01:00,467.02,13.04
2024-11-20 07:45:00+01:00,1257.56,10.62
2024-11-20 08:00:00+01:00,3005.93,7.31
2024-11-20 08:15:00+01:00,3577.99,7.7
2024-11-20 08:30:00+01:00,3644.28,7.87
2024-11-20 08:45:00+01:00,3468.9,7.58
2024-11-20 09:00:00+01:00,3031.42,6.08
2024-11-20 09:15:00+01:00,2560.7,6.47
2024-11-20 09:30:00+01:00,2325.82,10.91
2024-11-20 09:45:00+01:00,1462.69,13.79
2024-11-20 10:00:00+01:00,2544.26,7.93
2024-11-20 10:15:00+01:00,1468.02,12.76
2024-11-20 10:30:00+01:00,766.03,36.51
2024-11-20 10:45:00+01:00,304.42,327.93
2024-11-20 11:00:00+01:00,261.83,151.51
2024-11-20 11:15:00+01:00,111.42,171.18
2024-11-20 11:30:00+01:00,86.57,206.27
2024-11-20 11:45:00+01:00,89.43,669.63
2024-11-20 12:00:00+01:00,100.84,526.15
2024-11-20 12:15:00+01:00,95.37,773.95
2024-11-20 12:30:00+01:00,151.8,571.95
2024-11-20 12:45:00+01:00,125.85,536.82
2024-11-20 13:00:00+01:00,241.3,721.46
2024-11-20 13:15:00+01:00,215.58,1611.85
2024-11-20 13:30:00+01:00,217.13,1436.46
2024-11-20 13:45:00+01:00,244.01,1402.67
2024-11-20 14:00:00+01:00,102.22,1567.14
2024-11-20 14:15:00+01:00,98.22,774.58
2024-11-20 14:30:00+01:00,79.46,286.98
2024-11-20 14:45:00+01:00,91.01,464.83
2024-11-20 15:00:00+01:00,4.91,1099.84
2024-11-20 15:15:00+01:00,94.31,670.23
2024-11-20 15:30:00+01:00,108.86,368.21
2024-11-20 15:45:00+01:00,317.56,345.06
2024-11-20 16:00:00+01:00,162.22,491.75
2024-11-20 16:15:00+01:00,509.12,463.91
2024-11-20 16:30:00+01:00,727.89,452.21
2024-11-20 16:45:00+01:00,700.62,268.59
2024-11-20 17:00:00+01:00,2805.12,56.97
2024-11-20 17:15:00+01:00,3388.84,5.24
2024-11-20 17:30:00+01:00,3006.55,4.33
2024-11-20 17:45:00+01:00,2580.0,213.38
2024-11-20 18:00:00+01:00,2967.83,200.17
2024-11-20 18:15:00+01:00,2516.38,103.2
2024-11-20 18:30:00+01:00,2359.66,190.24
2024-11-20 18:45:00+01:00,1642.17,78.94
2024-11-20 19:00:00+01:00,1927.49,31.87
2024-11-20 19:15:00+01:00,1580.01,117.11
2024-11-20 19:30:00+01:00,1226.16,314.92
2024-11-20 19:45:00+01:00,949.36,374.47
2024-11-20 20:00:00+01:00,827.7,260.35
2024-11-20 20:15:00+01:00,819.28,326.75
2024-11-20 20:30:00+01:00,981.47,256.4
2024-11-20 20:45:00+01:00,648.14,553.47
2024-11-20 21:00:00+01:00,716.26,39.39
2024-11-20 21:15:00+01:00,534.07,37.59
2024-11-20 21:30:00+01:00,477.11,49.93
2024-11-20 21:45:00+01:00,415.4,455.39
2024-11-20 22:00:00+01:00,633.03,476.22
2024-11-20 22:15:00+01:00,466.77,534.38
2024-11-20 22:30:00+01:00,605.1,492.64
2024-11-20 22:45:00+01:00,121.63,979.08
2024-11-20 23:00:00+01:00,143.98,1663.78
2024-11-20 23:15:00+01:00,34.23,1951.07
2024-11-20 23:30:00+01:00,1.6,2372.37
2024-11-20 23:45:00+01:00,14.75,2934.65
2024-11-21 00:00:00+01:00,140.96,2172.29
2024-11-21 00:15:00+01:00,38.31,2136.22
2024-11-21 00:30:00+01:00,15.63,2862.81
2024-11-21 00:45:00+01:00,2.41,3262.73
2024-11-21 01:00:00+01:00,1.74,3135.14
2024-11-21 01:15:00+01:00,1.23,3543.04
2024-11-21 01:30:00+01:00,1.3,3949.88
2024-11-21 01:45:00+01:00,1.12,4127.05
2024-11-21 02:00:00+01:00,1.39,3888.93
2024-11-21 02:15:00+01:00,1.37,3989.2
2024-11-21 02:30:00+01:00,1.69,3965.71
2024-11-21 02:45:00+01:00,1.61,4115.63
2024-11-21 03:00:00+01:00,2.73,5174.96
2024-11-21 03:15:00+01:00,1.34,5188.15
2024-11-21 03:30:00+01:00,1.28,5071.73
2024-11-21 03:45:00+01:00,2.01,5057.42
2024-11-21 04:00:00+01:00,2.1,4933.61
2024-11-21 04:15:00+01:00,2.31,4794.33
2024-11-21 04:30:00+01:00,1.73,4636.4
2024-11-21 04:45:00+01:00,2.25,4605.07
2024-11-21 05:00:00+01:00,15.4,3732.53
2024-11-21 05:15:00+01:00,7.65,3648.54
2024-11-21 05:30:00+01:00,3.45,2925.55
2024-11-21 05:45:00+01:00,4.0,2111.27
2024-11-21 06:00:00+01:00,1.91,1851.21
2024-11-21 06:15:00+01:00,223.29,396.92
2024-11-21 06:30:00+01:00,902.85,166.86
2024-11-21 06:45:00+01:00,1092.71,7.68
2024-11-21 07:00:00+01:00,1028.29,61.99
2024-11-21 07:15:00+01:00,1104.76,18.08
2024-11-21 07:30:00+01:00,1009.27,111.41
2024-11-21 07:45:00+01:00,931.35,80.65
2024-11-21 08:00:00+01:00,1710.36,10.72
2024-11-21 08:15:00+01:00,1655.97,11.11
2024-11-21 08:30:00+01:00,1302.26,121.61
2024-11-21 08:45:00+01:00,956.89,264.9
2024-11-21 09:00:00+01:00,1299.24,12.14
2024-11-21 09:15:00+01:00,956.35,11.98
2024-11-21 09:30:00+01:00,580.55,34.98
2024-11-21 09:45:00+01:00,476.27,250.18
2024-11-21 10:00:00+01:00,177.38,371.84
2024-11-21 10:15:00+01:00,100.83,647.87
2024-11-21 10:30:00+01:00,100.7,1044.69
2024-11-21 10:45:00+01:00,45.35,1160.41
2024-11-21 11:00:00+01:00,89.57,1209.78
2024-11-21 11:15:00+01:00,55.21,1001.77
2024-11-21 11:30:00+01:00,48.25,1184.41
2024-11-21 11:45:00+01:00,61.52,1140.6
2024-11-21 12:00:00+01:00,51.49,1883.56
2024-11-21 12:15:00+01:00,46.02,1459.39
2024-11-21 12:30:00+01:00,224.75,1035.57
2024-11-21 12:45:00+01:00,385.42,831.44
2024-11-21 13:00:00+01:00,179.21,1126.51
2024-11-21 13:15:00+01:00,228.88,661.57
2024-11-21 13:30:00+01:00,263.06,278.76
2024-11-21 13:45:00+01:00,475.26,227.57
2024-11-21 14:00:00+01:00,167.08,269.48
2024-11-21 14:15:00+01:00,497.25,8.83
2024-11-21 14:30:00+01:00,1621.21,7.04
2024-11-21 14:45:00+01:00,2389.42,44.13
2024-11-21 15:00:00+01:00,3687.48,106.81
2024-11-21 15:15:00+01:00,4494.01,43.89
2024-11-21 15:30:00+01:00,5132.78,83.51
2024-11-21 15:45:00+01:00,5148.25,3.82
2024-11-21 16:00:00+01:00,4939.97,101.26
2024-11-21 16:15:00+01:00,5100.2,39.32
2024-11-21 16:30:00+01:00,5262.64,5.23
2024-11-21 16:45:00+01:00,5330.72,1.09
2024-11-21 17:00:00+01:00,5869.56,1.42
2024-11-21 17:15:00+01:00,6003.53,1.04
2024-11-21 17:30:00+01:00,5927.25,1.11
2024-11-21 17:45:00+01:00,5788.94,2.77
2024-11-21 18:00:00+01:00,4331.82,4.07
2024-11-21 18:15:00+01:00,4015.18,4.8
2024-11-21 18:30:00+01:00,3979.5,8.9
2024-11-21 18:45:00+01:00,3852.06,8.93
2024-11-21 19:00:00+01:00,5116.87,8.55
2024-11-21 19:15:00+01:00,4193.67,9.14
2024-11-21 19:30:00+01:00,4035.53,9.14
2024-11-21 19:45:00+01:00,3079.94,11.05
2024-11-21 20:00:00+01:00,3423.09,11.07
2024-11-21 20:15:00+01:00,2629.29,13.89
2024-11-21 20:30:00+01:00,1925.4,13.89
2024-11-21 20:45:00+01:00,1597.53,51.73
2024-11-21 21:00:00+01:00,3879.16,15.34
2024-11-21 21:15:00+01:00,3145.01,9.37
2024-11-21 21:30:00+01:00,2091.04,25.3
2024-11-21 21:45:00+01:00,941.75,25.94
2024-11-21 22:00:00+01:00,1010.02,31.66
2024-11-21 22:15:00+01:00,490.05,32.14
2024-11-21 22:30:00+01:00,414.36,63.04
2024-11-21 22:45:00+01:00,299.95,148.18
2024-11-21 23:00:00+01:00,829.62,27.39
2024-11-21 23:15:00+01:00,389.89,138.46
2024-11-21 23:30:00+01:00,230.02,341.13
2024-11-21 23:45:00+01:00,84.88,524.78
2024-11-22 00:00:00+01:00,671.59,227.67
2024-11-22 00:15:00+01:00,321.9,470.32
2024-11-22 00:30:00+01:00,154.83,854.4
2024-11-22 00:45:00+01:00,11.91,1602.98
2024-11-22 01:00:00+01:00,124.31,1565.7
2024-11-22 01:15:00+01:00,6.18,1281.02
2024-11-22 01:30:00+01:00,1.32,1909.7
2024-11-22 01:45:00+01:00,1.83,2083.46
2024-11-22 02:00:00+01:00,31.64,2425.74
2024-11-22 02:15:00+01:00,3.1,2004.34
2024-11-22 02:30:00+01:00,1.71,2794.41
2024-11-22 02:45:00+01:00,0.99,2886.7
2024-11-22 03:00:00+01:00,1.12,3382.61
2024-11-22 03:15:00+01:00,1.55,3461.87
2024-11-22 03:30:00+01:00,1.54,3657.92
2024-11-22 03:45:00+01:00,1.23,3745.78
2024-11-22 04:00:00+01:00,1.38,3300.02
2024-11-22 04:15:00+01:00,43.59,3280.22
2024-11-22 04:30:00+01:00,25.28,3354.33
2024-11-22 04:45:00+01:00,16.5,3177.45
2024-11-22 05:00:00+01:00,11.3,2961.86
2024-11-22 05:15:00+01:00,28.65,2508.08
2024-11-22 05:30:00+01:00,11.6,1913.97
2024-11-22 05:45:00+01:00,2.88,1325.04
2024-11-22 06:00:00+01:00,57.08,1322.63
2024-11-22 06:15:00+01:00,221.3,882.31
2024-11-22 06:30:00+01:00,508.84,189.72
2024-11-22 06:45:00+01:00,1134.51,196.22
2024-11-22 07:00:00+01:00,983.01,44.11
2024-11-22 07:15:00+01:00,1783.38,7.47
2024-11-22 07:30:00+01:00,2278.38,6.17
2024-11-22 07:45:00+01:00,2484.04,6.06
2024-11-22 08:00:00+01:00,3539.45,6.4
2024-11-22 08:15:00+01:00,3878.43,7.2
2024-11-22 08:30:00+01:00,4005.42,5.18
2024-11-22 08:45:00+01:00,3104.96,3.99
2024-11-22 09:00:00+01:00,3835.43,3.67
2024-11-22 09:15:00+01:00,3818.82,2.58
2024-11-22 09:30:00+01:00,3261.55,5.9
2024-11-22 09:45:00+01:00,2435.18,5.77
2024-11-22 10:00:00+01:00,2537.05,9.11
2024-11-22 10:15:00+01:00,2311.06,5.57
2024-11-22 10:30:00+01:00,1374.73,12.98
2024-11-22 10:45:00+01:00,703.07,13.13
2024-11-22 11:00:00+01:00,815.7,14.9
2024-11-22 11:15:00+01:00,1210.33,14.11
2024-11-22 11:30:00+01:00,1071.83,12.77
2024-11-22 11:45:00+01:00,534.15,79.98
2024-11-22 12:00:00+01:00,402.13,489.75
2024-11-22 12:15:00+01:00,190.51,917.74
2024-11-22 12:30:00+01:00,155.56,1123.58
2024-11-22 12:45:00+01:00,154.48,905.43
2024-11-22 13:00:00+01:00,585.81,964.81
2024-11-22 13:15:00+01:00,423.55,265.91
2024-11-22 13:30:00+01:00,293.88,709.11
2024-11-22 13:45:00+01:00,222.98,924.75
2024-11-22 14:00:00+01:00,110.45,907.61
2024-11-22 14:15:00+01:00,266.53,678.71
2024-11-22 14:30:00+01:00,222.62,370.84
2024-11-22 14:45:00+01:00,258.38,488.84
2024-11-22 15:00:00+01:00,153.34,713.93
2024-11-22 15:15:00+01:00,245.52,442.34
2024-11-22 15:30:00+01:00,287.99,305.65
2024-11-22 15:45:00+01:00,402.79,68.44
2024-11-22 16:00:00+01:00,488.31,323.1
2024-11-22 16:15:00+01:00,717.05,177.2
2024-11-22 16:30:00+01:00,940.65,116.76
2024-11-22 16:45:00+01:00,931.84,95.39
2024-11-22 17:00:00+01:00,757.78,56.98
2024-11-22 17:15:00+01:00,959.74,44.04
2024-11-22 17:30:00+01:00,987.16,85.7
2024-11-22 17:45:00+01:00,704.03,121.28
2024-11-22 18:00:00+01:00,1748.81,114.04
2024-11-22 18:15:00+01:00,1477.65,126.95
2024-11-22 18:30:00+01:00,1822.05,111.66
2024-11-22 18:45:00+01:00,1585.79,132.67
2024-11-22 19:00:00+01:00,2201.7,38.08
2024-11-22 19:15:00+01:00,2066.87,6.98
2024-11-22 19:30:00+01:00,1796.53,6.07
2024-11-22 19:45:00+01:00,1623.98,11.79
2024-11-22 20:00:00+01:00,1581.27,8.49
2024-11-22 20:15:00+01:00,992.78,22.64
2024-11-22 20:30:00+01:00,785.44,68.81
2024-11-22 20:45:00+01:00,664.5,40.04
2024-11-22 21:00:00+01:00,1386.52,213.71
2024-11-22 21:15:00+01:00,802.32,284.7
2024-11-22 21:30:00+01:00,624.93,268.19
2024-11-22 21:45:00+01:00,622.28,24.03
2024-11-22 22:00:00+01:00,986.44,18.12
2024-11-22 22:15:00+01:00,840.44,17.48
2024-11-22 22:30:00+01:00,653.69,18.51
2024-11-22 22:45:00+01:00,207.16,410.09
2024-11-22 23:00:00+01:00,602.95,44.51
2024-11-22 23:15:00+01:00,355.85,97.22
2024-11-22 23:30:00+01:00,364.87,181.17
2024-11-22 23:45:00+01:00,349.34,219.41
2024-11-23 00:00:00+01:00,577.29,478.31
2024-11-23 00:15:00+01:00,54.36,1099.33
2024-11-23 00:30:00+01:00,21.92,1116.98
2024-11-23 00:45:00+01:00,21.45,1383.03
2024-11-23 01:00:00+01:00,344.85,752.7
2024-11-23 01:15:00+01:00,120.45,691.88
2024-11-23 01:30:00+01:00,24.8,1096.39
2024-11-23 01:45:00+01:00,3.08,1652.69
2024-11-23 02:00:00+01:00,237.78,1831.05
2024-11-23 02:15:00+01:00,56.63,2061.6
2024-11-23 02:30:00+01:00,126.85,2098.6
2024-11-23 02:45:00+01:00,60.88,1808.28
2024-11-23 03:00:00+01:00,49.69,1976.54
2024-11-23 03:15:00+01:00,8.44,2110.32
2024-11-23 03:30:00+01:00,1.9,1891.88
2024-11-23 03:45:00+01:00,1.49,1857.62
2024-11-23 04:00:00+01:00,1.84,2169.78
2024-11-23 04:15:00+01:00,1.77,2156.54
2024-11-23 04:30:00+01:00,1.1,1933.08
2024-11-23 04:45:00+01:00,3.16,1849.04
2024-11-23 05:00:00+01:00,3.04,2390.46
2024-11-23 05:15:00+01:00,2.99,2561.21
2024-11-23 05:30:00+01:00,1.07,2193.52
2024-11-23 05:45:00+01:00,2.04,1961.52
2024-11-23 06:00:00+01:00,2.31,1700.18
2024-11-23 06:15:00+01:00,6.6,1036.66
2024-11-23 06:30:00+01:00,91.16,447.38
2024-11-23 06:45:00+01:00,528.61,398.49
2024-11-23 07:00:00+01:00,206.6,781.74
2024-11-23 07:15:00+01:00,257.25,288.34
2024-11-23 07:30:00+01:00,337.64,117.83
2024-11-23 07:45:00+01:00,709.53,19.61
2024-11-23 08:00:00+01:00,470.68,130.49
2024-11-23 08:15:00+01:00,739.49,179.57
2024-11-23 08:30:00+01:00,904.52,13.72
2024-11-23 08:45:00+01:00,978.65,17.94
2024-11-23 09:00:00+01:00,918.25,118.4
2024-11-23 09:15:00+01:00,519.55,335.9
2024-11-23 09:30:00+01:00,321.47,912.36
2024-11-23 09:45:00+01:00,183.94,1145.37
2024-11-23 10:00:00+01:00,312.57,732.84
2024-11-23 10:15:00+01:00,263.85,907.89
2024-11-23 10:30:00+01:00,234.37,1458.77
2024-11-23 10:45:00+01:00,86.91,1411.43
2024-11-23 11:00:00+01:00,299.9,874.42
2024-11-23 11:15:00+01:00,94.54,1053.49
2024-11-23 11:30:00+01:00,130.91,1121.12
2024-11-23 11:45:00+01:00,49.35,1211.59
2024-11-23 12:00:00+01:00,161.77,1790.84
2024-11-23 12:15:00+01:00,91.23,1097.21
2024-11-23 12:30:00+01:00,128.85,864.74
2024-11-23 12:45:00+01:00,120.65,927.4
2024-11-23 13:00:00+01:00,58.72,1185.94
2024-11-23 13:15:00+01:00,128.51,1289.95
2024-11-23 13:30:00+01:00,89.26,1121.77
2024-11-23 13:45:00+01:00,173.41,708.18
2024-11-23 14:00:00+01:00,55.12,1518.66
2024-11-23 14:15:00+01:00,97.93,862.98
2024-11-23 14:30:00+01:00,537.17,378.8
2024-11-23 14:45:00+01:00,766.83,141.47
2024-11-23 15:00:00+01:00,693.23,314.7
2024-11-23 15:15:00+01:00,929.28,104.24
2024-11-23 15:30:00+01:00,1722.61,139.6
2024-11-23 15:45:00+01:00,1802.18,355.86
2024-11-23 16:00:00+01:00,718.9,544.76
2024-11-23 16:15:00+01:00,1040.98,422.44
2024-11-23 16:30:00+01:00,1254.22,362.77
2024-11-23 16:45:00+01:00,1064.66,451.71
2024-11-23 17:00:00+01:00,1603.12,71.86
2024-11-23 17:15:00+01:00,1306.53,331.1
2024-11-23 17:30:00+01:00,1189.1,147.61
2024-11-23 17:45:00+01:00,652.27,253.76
2024-11-23 18:00:00+01:00,1045.4,177.65
2024-11-23 18:15:00+01:00,447.32,356.61
2024-11-23 18:30:00+01:00,372.74,738.34
2024-11-23 18:45:00+01:00,410.43,988.88
2024-11-23 19:00:00+01:00,613.04,468.07
2024-11-23 19:15:00+01:00,343.31,890.07
2024-11-23 19:30:00+01:00,255.13,926.12
2024-11-23 19:45:00+01:00,220.06,1307.97
2024-11-23 20:00:00+01:00,382.47,989.19
2024-11-23 20:15:00+01:00,124.19,1500.27
2024-11-23 20:30:00+01:00,427.0,1831.82
2024-11-23 20:45:00+01:00,265.7,1619.11
2024-11-23 21:00:00+01:00,289.72,1269.08
2024-11-23 21:15:00+01:00,360.28,1575.09
2024-11-23 21:30:00+01:00,365.28,1577.94
2024-11-23 21:45:00+01:00,301.04,1525.98
2024-11-23 22:00:00+01:00,257.23,1408.08
2024-11-23 22:15:00+01:00,186.06,1551.33
2024-11-23 22:30:00+01:00,101.31,1493.51
2024-11-23 22:45:00+01:00,69.02,1476.98
2024-11-23 23:00:00+01:00,303.44,2221.91
2024-11-23 23:15:00+01:00,286.9,2203.68
2024-11-23 23:30:00+01:00,294.94,2185.24
2024-11-23 23:45:00+01:00,93.36,2227.85
2024-11-24 00:00:00+01:00,205.87,1585.8
2024-11-24 00:15:00+01:00,122.34,1550.6
2024-11-24 00:30:00+01:00,72.24,1562.24
2024-11-24 00:45:00+01:00,169.93,1850.42
2024-11-24 01:00:00+01:00,44.16,3093.42
2024-11-24 01:15:00+01:00,32.2,3246.48
2024-11-24 01:30:00+01:00,43.7,3674.22
2024-11-24 01:45:00+01:00,52.13,4051.25
2024-11-24 02:00:00+01:00,61.68,5033.29
2024-11-24 02:15:00+01:00,62.1,5031.19
2024-11-24 02:30:00+01:00,49.95,5125.47
2024-11-24 02:45:00+01:00,95.02,5125.48
2024-11-24 03:00:00+01:00,63.36,5090.24
2024-11-24 03:15:00+01:00,65.17,5301.99
2024-11-24 03:30:00+01:00,62.26,5186.39
2024-11-24 03:45:00+01:00,63.09,5191.83
2024-11-24 04:00:00+01:00,48.37,5562.73
2024-11-24 04:15:00+01:00,48.12,5500.92
2024-11-24 04:30:00+01:00,47.94,5458.14
2024-11-24 04:45:00+01:00,47.14,5418.26
2024-11-24 05:00:00+01:00,47.66,5548.34
2024-11-24 05:15:00+01:00,47.68,5384.21
2024-11-24 05:30:00+01:00,26.52,5376.76
2024-11-24 05:45:00+01:00,14.42,5511.5
2024-11-24 06:00:00+01:00,34.12,5708.35
2024-11-24 06:15:00+01:00,61.1,4961.11
2024-11-24 06:30:00+01:00,57.71,4621.67
2024-11-24 06:45:00+01:00,129.56,4626.1
2024-11-24 07:00:00+01:00,41.62,3516.29
2024-11-24 07:15:00+01:00,129.82,3007.19
2024-11-24 07:30:00+01:00,118.23,2855.91
2024-11-24 07:45:00+01:00,177.92,2836.97
2024-11-24 08:00:00+01:00,123.24,2442.06
2024-11-24 08:15:00+01:00,88.43,2131.15
2024-11-24 08:30:00+01:00,87.75,1976.16
2024-11-24 08:45:00+01:00,102.8,1851.8
2024-11-24 09:00:00+01:00,87.79,2036.08
2024-11-24 09:15:00+01:00,88.37,2076.03
2024-11-24 09:30:00+01:00,77.25,2245.08
2024-11-24 09:45:00+01:00,76.09,2455.3
2024-11-24 10:00:00+01:00,157.62,2282.71
2024-11-24 10:15:00+01:00,158.63,1889.45
2024-11-24 10:30:00+01:00,141.73,2222.03
2024-11-24 10:45:00+01:00,180.03,2435.05
2024-11-24 11:00:00+01:00,73.36,3411.33
2024-11-24 11:15:00+01:00,50.15,3122.23
2024-11-24 11:30:00+01:00,48.17,3178.15
2024-11-24 11:45:00+01:00,48.39,3203.1
2024-11-24 12:00:00+01:00,63.53,3503.78
2024-11-24 12:15:00+01:00,48.38,3335.09
2024-11-24 12:30:00+01:00,48.44,3479.81
2024-11-24 12:45:00+01:00,48.08,3669.88
2024-11-24 13:00:00+01:00,48.12,3678.56
2024-11-24 13:15:00+01:00,54.88,3436.48
2024-11-24 13:30:00+01:00,91.85,3054.33
2024-11-24 13:45:00+01:00,72.0,2992.73
2024-11-24 14:00:00+01:00,85.78,3390.19
2024-11-24 14:15:00+01:00,233.57,2770.3
2024-11-24 14:30:00+01:00,341.93,2810.93
2024-11-24 14:45:00+01:00,338.83,2411.32
2024-11-24 15:00:00+01:00,305.02,1793.03
2024-11-24 15:15:00+01:00,319.89,1606.48
2024-11-24 15:30:00+01:00,1101.27,1962.59
2024-11-24 15:45:00+01:00,269.41,943.93
2024-11-24 16:00:00+01:00,828.19,1760.53
2024-11-24 16:15:00+01:00,1251.0,1691.02
2024-11-24 16:30:00+01:00,1424.32,1500.68
2024-11-24 16:45:00+01:00,1216.1,1025.04
2024-11-24 17:00:00+01:00,2838.79,1006.01
2024-11-24 17:15:00+01:00,2824.82,967.09
2024-11-24 17:30:00+01:00,3081.77,1208.16
2024-11-24 17:45:00+01:00,3045.29,1310.6
2024-11-24 18:00:00+01:00,3120.0,841.37
2024-11-24 18:15:00+01:00,3302.38,838.38
2024-11-24 18:30:00+01:00,3230.23,1170.28
2024-11-24 18:45:00+01:00,3088.06,1188.32
2024-11-24 19:00:00+01:00,2726.06,826.55
2024-11-24 19:15:00+01:00,2638.38,933.24
2024-11-24 19:30:00+01:00,2323.74,716.24
2024-11-24 19:45:00+01:00,2313.43,511.04
2024-11-24 20:00:00+01:00,1508.98,619.23
2024-11-24 20:15:00+01:00,1147.07,715.72
2024-11-24 20:30:00+01:00,782.18,682.09
2024-11-24 20:45:00+01:00,783.86,562.52
2024-11-24 21:00:00+01:00,341.86,647.92
2024-11-24 21:15:00+01:00,246.81,800.3
2024-11-24 21:30:00+01:00,620.59,1201.29
2024-11-24 21:45:00+01:00,390.19,991.94
2024-11-24 22:00:00+01:00,489.27,1387.21
2024-11-24 22:15:00+01:00,292.29,1566.24
2024-11-24 22:30:00+01:00,203.98,1882.69
2024-11-24 22:45:00+01:00,37.76,1771.33
2024-11-24 23:00:00+01:00,170.0,2945.35
2024-11-24 23:15:00+01:00,17.16,3041.59
2024-11-24 23:30:00+01:00,220.4,3424.36
2024-11-24 23:45:00+01:00,419.91,3232.45
2024-11-25 00:00:00+01:00,370.29,1609.26
2024-11-25 00:15:00+01:00,156.9,2008.4
2024-11-25 00:30:00+01:00,120.1,2260.87
2024-11-25 00:45:00+01:00,111.09,2281.9
2024-11-25 01:00:00+01:00,349.39,2580.43
2024-11-25 01:15:00+01:00,171.34,2687.35
2024-11-25 01:30:00+01:00,97.84,2826.36
2024-11-25 01:45:00+01:00,18.05,2664.33
2024-11-25 02:00:00+01:00,2.8,3854.95
2024-11-25 02:15:00+01:00,3.81,3535.81
2024-11-25 02:30:00+01:00,1.66,3597.77
2024-11-25 02:45:00+01:00,1.67,3652.18
2024-11-25 03:00:00+01:00,60.18,3446.11
2024-11-25 03:15:00+01:00,1.84,3305.43
2024-11-25 03:30:00+01:00,1.75,3271.15
2024-11-25 03:45:00+01:00,1.91,3268.75
2024-11-25 04:00:00+01:00,3.9,2734.05
2024-11-25 04:15:00+01:00,3.29,2756.25
2024-11-25 04:30:00+01:00,2.95,2642.81
2024-11-25 04:45:00+01:00,2.62,2550.86
2024-11-25 05:00:00+01:00,1.42,2041.48
2024-11-25 05:15:00+01:00,1.98,2291.54
2024-11-25 05:30:00+01:00,88.07,2041.09
2024-11-25 05:45:00+01:00,330.65,1817.46
2024-11-25 06:00:00+01:00,147.33,1872.84
2024-11-25 06:15:00+01:00,375.58,1271.31
2024-11-25 06:30:00+01:00,140.29,1155.48
2024-11-25 06:45:00+01:00,464.24,645.11
2024-11-25 07:00:00+01:00,1336.36,406.34
2024-11-25 07:15:00+01:00,1790.03,148.29
2024-11-25 07:30:00+01:00,2225.36,58.86
2024-11-25 07:45:00+01:00,2319.71,7.13
2024-11-25 08:00:00+01:00,2596.13,6.83
2024-11-25 08:15:00+01:00,2428.46,6.38
2024-11-25 08:30:00+01:00,1942.9,57.46
2024-11-25 08:45:00+01:00,1507.01,7.68
2024-11-25 09:00:00+01:00,1989.74,10.8
2024-11-25 09:15:00+01:00,1401.76,18.26
2024-11-25 09:30:00+01:00,964.66,33.61
2024-11-25 09:45:00+01:00,325.9,227.75
2024-11-25 10:00:00+01:00,377.17,369.45
2024-11-25 10:15:00+01:00,233.99,526.97
2024-11-25 10:30:00+01:00,227.27,1426.82
2024-11-25 10:45:00+01:00,489.72,1208.83
2024-11-25 11:00:00+01:00,380.06,1640.43
2024-11-25 11:15:00+01:00,635.01,982.94
2024-11-25 11:30:00+01:00,404.93,1094.32
2024-11-25 11:45:00+01:00,276.83,833.78
2024-11-25 12:00:00+01:00,431.04,945.47
2024-11-25 12:15:00+01:00,249.39,1132.14
2024-11-25 12:30:00+01:00,198.65,980.76
2024-11-25 12:45:00+01:00,284.47,989.4
2024-11-25 13:00:00+01:00,162.16,1507.06
2024-11-25 13:15:00+01:00,115.84,1577.19
2024-11-25 13:30:00+01:00,116.62,1556.06
2024-11-25 13:45:00+01:00,115.14,1789.57
2024-11-25 14:00:00+01:00,97.17,2129.98
2024-11-25 14:15:00+01:00,233.44,1550.31
2024-11-25 14:30:00+01:00,258.34,744.99
2024-11-25 14:45:00+01:00,653.08,360.87
2024-11-25 15:00:00+01:00,946.89,64.79
2024-11-25 15:15:00+01:00,1476.72,63.99
2024-11-25 15:30:00+01:00,2268.31,61.12
2024-11-25 15:45:00+01:00,2879.11,57.19
2024-11-25 16:00:00+01:00,1965.01,226.56
2024-11-25 16:15:00+01:00,2081.92,80.3
2024-11-25 16:30:00+01:00,1951.29,135.99
2024-11-25 16:45:00+01:00,2060.69,166.9
2024-11-25 17:00:00+01:00,1887.08,257.94
2024-11-25 17:15:00+01:00,2255.44,362.14
2024-11-25 17:30:00+01:00,2526.22,366.96
2024-11-25 17:45:00+01:00,2599.73,332.11
2024-11-25 18:00:00+01:00,3868.9,211.09
